action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,314139,16296231,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1sc(NS(=O)(=O)c2ccc3c(-c4ccc(C(F)(F)F)cc4-c4ccnn4C)cn(C)c3c2)nc1C(F)(F)F,,,CHEMBL3638977,,2015,,CHEMBL3704414,,CHEMBL3704414,,0,http://www.openphacts.org/units/Nanomolar,2581896,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,282199,16300537,[],CHEMBL3705543,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC23CC4(F)CC(F)(CC(F)(C4)C2)C3)cc1F,,,CHEMBL3638545,,2015,"{'bei': '12.69', 'le': '0.26', 'lle': '1.57', 'sei': '8.79'}",CHEMBL3658014,,CHEMBL3658014,6.37,0,http://www.openphacts.org/units/Nanomolar,2532391,=,37,1,=,,IC50,nM,,430,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,430
,305208,16302092,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2-c2cccnc2)C1,,,CHEMBL3638380,,2015,"{'bei': '10.41', 'le': '0.21', 'lle': '0.39', 'sei': '6.12'}",CHEMBL3683211,,CHEMBL3683211,5.39,0,http://www.openphacts.org/units/Nanomolar,2559366,=,37,1,=,,IC50,nM,,4080,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,4080
,305227,16322696,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncc(F)s2)C3)CC1,,,CHEMBL3638380,,2015,,CHEMBL3683253,,CHEMBL3683253,,0,http://www.openphacts.org/units/Nanomolar,2559408,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305225,16322698,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CC=C(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncc(F)s2)C3)CC1,,,CHEMBL3638380,,2015,,CHEMBL3683251,,CHEMBL3683251,,0,http://www.openphacts.org/units/Nanomolar,2559406,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305246,16322941,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(C(F)(F)F)ccc1-c1ncnc2c1CCN(S(=O)(=O)Nc1ncc(F)s1)C2,,,CHEMBL3638380,,2015,,CHEMBL3683242,,CHEMBL3683242,,0,http://www.openphacts.org/units/Nanomolar,2559397,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305190,16336924,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1nccc1-c1cc(C(F)(F)F)ccc1-c1cccc2c1CCN(S(=O)(=O)Nc1nccs1)C2,,,CHEMBL3638380,,2015,,CHEMBL3683246,,CHEMBL3683246,,0,http://www.openphacts.org/units/Nanomolar,2559401,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,282186,16339089,[],CHEMBL3705543,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)N1CCOCC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,,,CHEMBL3638545,,2015,"{'bei': '15.94', 'le': '0.32', 'lle': '4.24', 'sei': '9.25'}",CHEMBL3657939,,CHEMBL3657939,7.85,0,http://www.openphacts.org/units/Nanomolar,2532315,=,37,1,=,,IC50,nM,,14,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,14
,314128,16340680,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2cccnc2)c2ccc(S(=O)(=O)Nc3ncns3)cc21,,,CHEMBL3638977,,2015,,CHEMBL3704404,,CHEMBL3704404,,0,http://www.openphacts.org/units/Nanomolar,2581885,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305228,16345258,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn(-c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncc(F)s2)C3)cn1,,,CHEMBL3638380,,2015,,CHEMBL3683254,,CHEMBL3683254,,0,http://www.openphacts.org/units/Nanomolar,2559409,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305243,16345493,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)OC(=O)N1CC=C(c2cccc3c2CCN(S(=O)(=O)Nc2ncns2)C3)CC1,,,CHEMBL3638380,,2015,,CHEMBL3683240,,CHEMBL3683240,,0,http://www.openphacts.org/units/Nanomolar,2559395,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,314121,16357079,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1nccc1-c1cc(Cl)ccc1-c1cn(C)c2cc(S(=O)(=O)Nc3ncns3)ccc12,,,CHEMBL3638977,,2015,,CHEMBL2409207,,CHEMBL2409207,,0,http://www.openphacts.org/units/Nanomolar,2581878,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,,16464608,[],CHEMBL3767767,Inhibition of human Nav1.2 channel expressed in Xenopus oocytes by two-intracellular microelectrode voltage clamp method,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cn1ccccc1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3763146,J Med Chem,2016,,CHEMBL3764592,,CHEMBL3764592,,0,http://www.openphacts.org/units/Nanomolar,2757207,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,16562917,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@H](C)[C@H]1NC(=O)[C@H]2CSSC[C@@H]3NC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](C)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]([C@H](C)O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL4299598,,CHEMBL4299598,,0,http://www.openphacts.org/units/Nanomolar,2774537,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562923,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3416895,,CHEMBL3416895,,0,http://www.openphacts.org/units/Nanomolar,2774531,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562924,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3414596,,CHEMBL3414596,,0,http://www.openphacts.org/units/Nanomolar,2774530,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562927,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3416898,,CHEMBL3416898,,0,http://www.openphacts.org/units/Nanomolar,2774527,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562936,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3416907,,CHEMBL3416907,,0,http://www.openphacts.org/units/Nanomolar,2774518,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562962,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3797938,,CHEMBL3797938,,0,http://www.openphacts.org/units/Nanomolar,2774492,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562966,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3800396,,CHEMBL3800396,,0,http://www.openphacts.org/units/Nanomolar,2774488,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562976,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3797210,,CHEMBL3797210,,0,http://www.openphacts.org/units/Nanomolar,2774478,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
